Subject,Number,Course_Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_gpa
DANC,360,Int/Adv Contemp Mod Tech Core,1,19,20,13,3,4,3,0,0,1,0,0,0,0,3.51
DANC,360,Int/Adv Modern Tech Core,2,47,42,31,10,6,3,1,2,1,1,1,2,1,3.43
DANC,362,Choreographic Process II,0,19,1,2,1,0,0,0,0,0,0,0,0,0,3.88
DANC,363,Advanced Improvisation,3,16,1,1,0,0,0,0,0,0,0,0,0,0,3.95
DANC,366,Int/Adv Ballet Tech Core,0,13,7,9,5,5,1,0,1,1,0,0,2,0,3.21
DANC,410,Advanced Jazz Technique,0,5,6,2,2,2,1,2,0,0,1,0,1,0,3.06
DANC,440,Dance History I,0,12,0,2,1,3,2,0,0,0,1,0,1,0,3.24
EALC,122,History East Asian Religions,8,44,19,9,9,2,4,0,1,0,0,0,0,0,3.66
EALC,130,The Chinese Language,91,70,47,23,14,9,4,7,2,3,2,2,5,1,3.55
EALC,199,"Chinese Science, Tech & Med",6,18,2,8,0,6,4,2,0,2,0,0,0,0,3.38
EALC,222,Chinese Thght Confucius to Mao,4,1,11,14,16,4,10,7,2,2,0,1,1,0,2.87
EALC,250,Intro to Japanese Culture,51,256,192,220,244,103,75,85,24,17,18,4,40,7,3.07
EALC,275,Masterpieces of East Asian Lit,59,232,305,152,128,74,31,28,17,6,9,0,10,2,3.37
EALC,285,Intro to Korea Through Film,5,21,18,13,4,5,1,3,0,0,0,0,2,1,3.38
EALC,287,Introduction to Buddhism,0,5,6,2,5,7,1,1,2,0,0,0,1,0,3.0
EALC,305,Japan Lit in Translation I,6,42,32,28,21,9,1,6,3,1,3,0,2,1,3.31
EALC,306,Japan Lit in Translation II,3,14,22,14,5,11,2,1,1,0,0,0,4,1,3.18
EALC,307,Classical Chinese Lit,0,2,6,7,6,5,1,2,0,0,0,0,0,0,3.14
EALC,308,Chinese Popular Lit,11,28,34,20,5,3,0,1,2,0,0,0,0,0,3.61
EALC,361,Women in East Asia,0,10,1,6,4,1,2,3,0,0,0,0,1,0,3.18
EALC,365,Contemporary Korean Society,0,77,2,3,10,2,2,3,2,1,0,1,1,1,3.59
EALC,367,History of Korea,14,16,6,2,0,0,0,0,0,0,0,0,0,0,3.91
EALC,398,Colloquium in EALC,0,27,17,10,5,0,0,0,4,0,0,0,2,2,3.36
EALC,415,Mod Japan Lit in Translation,0,8,8,6,2,3,1,0,0,0,0,0,0,0,3.49
ECE,101,Exploring Digital Info Technol,15,24,26,18,8,17,8,3,3,2,4,1,4,2,3.09
ECE,110,Intro Elec & Computer Engrg,265,555,585,401,400,302,210,258,149,67,57,18,115,18,2.99
ECE,110,Introduction to Electronics,566,830,412,345,355,200,109,120,45,25,25,10,91,8,3.34
ECE,120,Introduction to Computing,115,471,358,275,326,194,158,170,99,44,43,23,90,7,2.97
ECE,190,Intro to Computing Systems,65,312,188,190,189,185,156,157,106,94,77,45,86,25,2.65
ECE,198,Computer Engineering II,7,39,14,15,13,16,11,11,11,15,14,12,12,1,2.49
ECE,198,Intro to Computer Eng II,12,29,40,56,64,73,50,43,32,0,17,0,0,2,2.77
ECE,198,Intro to Computer Engineering,21,52,58,58,78,50,47,38,23,4,19,1,11,0,2.86
ECE,198,Introduction to Computer Eng,13,119,95,102,79,64,67,37,24,15,12,10,10,3,2.97
ECE,199,ECE 110 Merit Section,10,3,3,0,4,1,0,0,0,0,0,0,1,0,3.53
ECE,199,Undergraduate Open Seminar,37,16,12,6,6,5,2,2,0,0,1,0,3,0,3.52
ECE,205,Elec & Electronic Circuits,316,883,478,455,673,399,288,445,194,65,137,107,80,20,2.94
ECE,206,Elec & Electronic Circuits Lab,99,791,292,192,153,37,6,13,6,0,4,0,14,4,3.65
ECE,210,Analog Signal Processing,291,617,364,502,750,475,389,649,395,77,228,46,150,31,2.7
ECE,220,Computer Systems & Programming,125,264,231,216,300,204,206,156,112,14,63,16,41,11,2.88
ECE,290,Computer Engineering I,49,343,186,196,299,165,186,170,96,34,54,6,55,14,2.85
ECE,298,Concepts in Engineering Math,19,21,8,7,1,0,1,0,0,0,0,0,0,0,3.82
ECE,298,Digital System Design Lab,4,6,9,11,11,4,0,1,0,0,0,0,0,0,3.38
ECE,304,Photonic Devices,22,29,18,25,50,16,8,18,12,5,6,1,2,1,2.98
ECE,307,Techniques for Engrg Decisions,6,19,35,41,28,19,14,14,3,0,0,0,0,2,3.12
ECE,310,Digital Signal Processing,81,310,138,192,342,215,120,167,103,19,48,20,50,12,2.85
ECE,311,Digital Signal Processing Lab,98,271,87,59,62,22,13,28,11,3,6,2,23,4,3.41
ECE,313,Probability with Engrg Applic,204,419,279,442,736,438,367,473,222,128,155,17,125,18,2.7
ECE,314,Probability in Engineering Lab,8,28,11,7,9,2,1,0,0,0,0,0,3,0,3.51
ECE,316,Ethics and Engineering,2,380,168,84,67,28,8,7,3,1,0,0,0,5,3.64
ECE,317,ECE Technology & Management,29,78,39,18,16,5,4,0,0,0,0,0,0,0,3.71
ECE,329,Fields and Waves I,272,508,344,311,450,244,243,244,174,44,105,12,139,24,2.87
ECE,330,Power Ckts & Electromechanics,54,307,93,80,510,133,70,348,71,13,168,52,31,4,2.65
ECE,333,Green Electric Energy,101,309,204,167,348,149,71,105,32,5,25,2,9,2,3.17
ECE,340,Semiconductor Electronics,200,340,183,263,464,196,190,323,179,48,159,34,149,19,2.64
ECE,342,Electronic Circuits,126,393,234,307,223,180,161,152,93,25,32,12,37,11,3.03
ECE,343,Electronic Circuits Laboratory,38,370,143,73,34,8,4,4,2,0,0,2,10,2,3.69
ECE,350,Fields and Waves II,121,122,125,100,96,55,64,59,40,3,12,4,9,1,3.15
ECE,361,Digital Communications,16,20,12,16,19,21,4,7,1,0,3,1,2,1,3.11
ECE,380,Biomedical Imaging,38,55,28,29,45,32,19,15,6,4,4,1,7,0,3.13
ECE,385,Digital Systems Laboratory,171,723,684,583,609,355,219,143,83,39,20,25,56,10,3.18
ECE,391,Computer Systems Engineering,82,422,256,321,350,196,117,127,81,38,49,23,87,14,2.95
ECE,395,Advanced Digital Projects Lab,35,87,28,17,16,16,1,5,0,0,1,0,0,0,3.65
ECE,398,Innovation and Eng. Design,12,29,3,0,4,0,0,1,0,0,0,0,3,0,3.63
ECE,398,Making Sense of Big Data,27,84,33,28,15,10,10,7,6,1,2,2,3,3,3.39
ECE,398,Probability in Engineering Lab,2,10,5,4,1,2,0,1,0,1,0,0,0,0,3.51
ECE,398,Special Topics in ECE,8,10,2,22,12,2,4,0,2,0,0,0,0,0,3.33
ECE,401,Signal and Image Analysis,3,13,1,2,0,2,0,0,0,0,0,0,0,0,3.79
ECE,402,Electronic Music Synthesis,81,161,76,39,54,20,7,25,7,1,3,0,3,2,3.5
ECE,403,Audio Engineering,3,13,9,1,2,0,0,1,0,0,0,0,0,0,3.74
ECE,408,Applied Parallel Programming,39,256,122,103,107,46,25,17,12,0,5,0,8,1,3.42
ECE,410,Digital Signal Processing I,19,48,37,21,52,24,17,37,15,11,16,19,6,0,2.72
ECE,411,Computer Organization & Design,48,229,144,136,143,151,79,102,65,25,25,18,28,3,2.92
ECE,416,Biosensors,26,18,32,20,14,16,4,10,10,3,4,0,0,1,3.16
ECE,417,Multimedia Signal Processing,47,64,27,10,6,3,1,1,1,0,2,2,0,0,3.73
ECE,418,Image & Video Processing,27,37,23,20,14,14,4,5,1,0,1,0,1,0,3.46
ECE,420,Digital Signal Processing Lab,9,15,11,4,4,1,2,1,0,0,0,0,0,0,3.64
ECE,420,Embedded DSP Laboratory,49,107,56,36,30,11,2,6,2,0,0,0,2,0,3.62
ECE,425,Intro to VLSI System Design,12,61,19,23,35,23,9,6,4,0,7,4,5,0,3.14
ECE,430,Power Ckts & Electromechanics,8,39,21,20,84,22,21,59,18,6,20,5,1,3,2.66
ECE,431,Electric Machinery,2,89,48,60,88,49,14,19,7,1,4,1,10,0,3.12
ECE,437,Sensors and Instrumentation,13,54,22,13,14,1,1,4,2,0,0,0,0,1,3.6
ECE,439,Wireless Networks,5,51,16,22,10,2,1,9,0,0,0,0,3,0,3.46
ECE,440,Solid State Electronic Devices,49,60,53,50,73,49,48,68,37,1,23,3,22,3,2.75
ECE,441,Physcs & Modeling Semicond Dev,20,16,15,13,23,13,6,5,0,0,0,1,2,0,3.25
ECE,442,Electronic Circuits,21,55,37,44,36,28,18,18,9,4,3,4,2,1,3.12
ECE,443,Electronic Circuits Laboratory,0,8,3,7,4,0,0,1,0,0,0,0,0,0,3.49
ECE,444,IC Device Theory & Fabrication,92,310,113,80,192,59,20,69,16,5,6,0,9,5,3.33
ECE,445,Senior Design Project Lab,171,407,280,227,268,184,103,125,66,7,57,1,46,3,3.11
ECE,447,Active Microwave Ckt Design,7,17,15,5,5,0,1,0,0,0,0,0,1,0,3.63
ECE,450,"Lines, Fields, and Waves",25,51,10,29,35,24,7,5,8,0,2,0,1,0,3.29
ECE,451,Adv Microwave Measurements,25,37,20,9,10,4,0,2,0,0,0,0,0,0,3.7
ECE,452,Electromagnetic Fields,10,11,8,7,5,2,2,0,0,0,0,0,0,0,3.59
ECE,453,Wireless Communication Systems,39,89,46,60,89,24,21,36,17,0,10,0,2,3,3.14
ECE,454,Antennas,11,22,24,10,10,6,4,3,5,0,1,0,0,1,3.34
ECE,455,Optical Electronics,15,80,40,32,56,26,15,12,9,1,8,0,3,4,3.17
ECE,456,Global Nav Satellite Systems,9,24,18,18,13,10,2,2,1,2,0,1,3,1,3.24
ECE,457,Microwave Devices & Circuits,7,30,14,19,11,6,4,4,1,0,3,0,1,0,3.34
ECE,458,Applic of Radio Wave Propag,2,10,1,2,0,2,0,6,0,0,0,0,0,0,3.29
ECE,459,Communications Systems,14,28,21,28,32,15,13,10,2,0,0,0,1,1,3.2
ECE,462,Logic Design,17,35,38,38,44,38,15,14,2,0,0,0,1,2,3.17
ECE,462,Logic Synthesis,11,54,30,23,43,11,5,6,1,0,2,0,3,0,3.35
ECE,464,Power Electronics,27,154,53,70,140,51,30,86,16,7,27,5,4,1,3.0
ECE,468,Optical Remote Sensing,2,9,5,3,4,1,1,0,0,0,0,0,1,0,3.44
ECE,469,Power Electronics Laboratory,35,135,54,32,69,13,5,8,1,1,2,1,1,1,3.52
ECE,470,Introduction to Robotics,41,130,36,46,85,25,18,75,20,6,10,8,18,1,2.97
ECE,473,Fund of Engrg Acoustics,27,60,55,40,50,40,15,12,7,0,6,1,14,4,3.07
ECE,476,Power System Analysis,27,113,35,43,126,39,6,56,23,1,10,3,3,2,3.06
ECE,480,Magnetic Resonance Imaging,2,5,2,8,0,4,0,0,1,0,0,0,0,0,3.38
ECE,481,Nanotechnology,38,55,7,2,19,2,0,4,1,0,0,0,1,3,3.61
ECE,482,Digital IC Design,13,33,29,28,42,20,11,9,7,1,7,0,2,5,3.03
ECE,483,Analog IC Design,6,67,59,52,37,29,7,7,3,1,0,0,10,2,3.24
ECE,485,MEMS Devices & Systems,34,72,63,50,38,10,1,0,0,0,0,0,2,2,3.55
ECE,486,Control Systems,66,306,88,106,139,65,28,42,10,5,11,0,5,1,3.37
ECE,488,Compound Semicond & Devices,22,32,15,16,10,3,1,2,1,0,0,0,1,0,3.6
ECE,490,Introduction to Optimization,33,139,47,38,35,15,6,8,4,0,0,0,3,7,3.49
ECE,498,"Mobile Sensing, Comp, and Appl",2,13,9,9,3,6,0,0,0,0,0,0,0,0,3.52
ECE,498,Networking for Big Data,1,7,4,2,4,2,3,2,0,0,0,0,0,0,3.27
ECE,498,Smartphone Computing & Appl.,2,8,3,3,2,2,0,0,0,0,0,0,3,0,3.14
ECE,498,Smartphone Computing and Appli,2,13,9,6,6,3,3,0,0,0,0,0,0,0,3.48
ECE,498,Special Topics in ECE,2,9,4,1,3,3,0,1,0,0,0,0,0,1,3.38
ECE,508,Manycore Parallel Algorithms,4,39,14,0,2,1,1,0,0,0,0,0,0,1,3.78
ECE,510,Micro and Nanolithography,1,16,13,14,1,0,0,0,0,0,0,0,0,0,3.67
ECE,511,Computer Architecture,4,37,9,8,4,1,0,1,0,1,0,0,0,0,3.72
ECE,515,Control System Theory & Design,72,222,134,86,93,25,8,6,9,0,1,0,4,3,3.54
ECE,517,Nonlinear & Adaptive Control,1,44,22,8,1,0,0,0,0,0,0,0,2,1,3.68
ECE,518,Adv Semiconductor Nanotech,9,23,12,2,0,0,0,0,0,0,0,0,0,1,3.8
ECE,520,EM Waves & Radiating Systems,42,61,52,35,19,6,1,0,0,0,0,0,0,1,3.66
ECE,526,Distributed Algorithms,2,15,13,11,6,1,0,0,0,0,0,0,0,0,3.6
ECE,527,System-On-Chip Design,17,50,27,15,7,1,1,0,1,0,0,0,0,0,3.74
ECE,528,Analysis of Nonlinear Systems,23,49,36,12,8,7,0,2,0,0,1,0,3,0,3.6
ECE,532,Compnd Semicond & Diode Lasers,3,17,0,3,2,1,0,1,0,0,0,0,0,0,3.73
ECE,534,Random Processes,77,193,128,78,51,31,10,7,1,0,0,0,1,5,3.58
ECE,535,Theory of Semicond & Devices,19,27,22,16,22,11,2,2,0,0,0,0,0,1,3.46
ECE,536,Integ Optics & Optoelectronics,3,12,4,3,1,1,0,0,0,0,0,0,0,0,3.76
ECE,541,Computer Systems Analysis,8,28,29,14,10,3,3,0,0,0,0,0,0,0,3.6
ECE,544,Pattern Recognition,15,58,49,25,11,2,0,0,0,0,0,0,0,0,3.71
ECE,546,Advanced Signal Integrity,5,28,0,0,3,1,0,0,0,0,0,0,0,0,3.88
ECE,547,Topics in Image Processing,31,36,24,4,5,0,0,0,0,0,0,0,0,0,3.84
ECE,549,Computer Vision,99,292,42,14,19,4,3,7,1,0,2,1,0,1,3.83
ECE,550,Advanced Robotic Planning,5,16,2,2,4,0,0,0,0,0,0,0,0,0,3.79
ECE,551,Digital Signal Processing II,50,82,38,16,16,4,1,0,0,0,0,0,1,2,3.72
ECE,553,Optimum Control Systems,0,34,5,3,0,0,0,0,0,0,0,0,0,0,3.91
ECE,554,Dynamic System Reliability,0,20,4,0,1,0,0,0,0,0,0,0,0,0,3.91
ECE,561,Detection & Estimation Theory,9,17,13,1,3,0,0,1,0,0,0,0,0,0,3.77
ECE,563,Information Theory,8,21,11,9,6,1,0,0,0,0,0,0,0,1,3.63
ECE,564,Modern Light Microscopy,1,15,3,0,3,0,0,0,0,0,0,0,0,1,3.65
ECE,566,Computational Inference,3,7,9,2,3,0,0,0,0,0,0,0,0,1,3.55
ECE,569,Inverse Problems in Optics,6,10,5,0,1,0,0,0,0,0,0,0,0,0,3.88
ECE,576,Power System Dynm & Stability,10,25,7,3,0,0,0,0,0,0,0,0,0,0,3.9
ECE,580,Optimiz by Vector Space Methds,2,11,4,4,2,0,0,0,0,0,0,0,0,0,3.74
ECE,581,Advanced Analog IC Design,0,16,10,9,1,1,0,0,0,0,0,0,0,0,3.68
ECE,586,Hybrid Systems and Control,0,23,3,0,0,0,0,0,0,0,0,0,1,0,3.81
ECE,586,"MDPs, Reinforcement Learning",0,33,16,2,0,0,0,0,0,0,0,0,0,0,3.87
ECE,586,Topics in Decision and Control,8,16,16,0,8,0,0,0,0,0,0,0,0,0,3.72
ECE,598,Mobile Sensing & Sensor Fusion,1,8,4,3,5,0,0,0,0,0,0,0,0,0,3.6
ECE,598,Special Topics in ECE,8,22,5,5,2,0,0,0,0,0,0,0,0,0,3.83
ECE,598,Statistical Learning Theory,39,9,2,2,5,0,0,0,0,0,0,0,0,0,3.88
ECON,102,Microeconomic Principles,2898,7410,2457,2069,3663,949,807,1333,326,235,379,98,361,79,3.32
ECON,103,Macroeconomic Principles,748,2161,1641,1898,2456,1324,1055,1389,599,301,513,181,476,107,2.84
ECON,199,Intro to Game Theory,2,3,2,4,5,3,1,3,0,0,0,0,0,0,3.13
ECON,199,Introduction to Game Theory,0,15,4,1,1,0,0,0,0,0,0,0,0,0,3.86
ECON,202,Economic Statistics I,257,2194,417,618,2361,303,442,1121,135,182,393,72,200,58,2.91
ECON,203,Economic Statistics II,1074,1188,1026,1120,1485,1042,843,1039,505,430,401,227,581,107,2.69
ECON,220,Intl Economic Principles,9,8,19,15,12,7,10,7,4,2,4,1,7,1,2.77
ECON,302,Inter Microeconomic Theory,1220,1978,1581,1412,1511,1231,827,806,736,392,376,287,597,73,2.84
ECON,303,Inter Macroeconomic Theory,139,421,441,506,623,387,270,234,132,67,60,28,46,26,2.94
ECON,411,Public Sector Economics,36,128,112,105,140,96,77,105,43,14,25,3,14,8,2.87
ECON,414,Urban Economics,6,89,26,24,104,6,7,58,2,1,0,1,4,0,3.11
ECON,420,International Economics,119,465,377,302,515,175,106,188,21,5,4,0,4,8,3.24
ECON,440,Economics of Labor Markets,38,142,97,134,99,64,47,37,9,3,4,3,13,2,3.18
ECON,450,Development Economics,18,206,122,100,103,48,22,41,14,6,20,7,20,2,3.16
ECON,452,The Latin American Economies,69,275,369,333,294,82,56,53,4,5,0,2,1,7,3.35
ECON,462,Macroeconomic Policy,33,41,41,34,51,27,17,7,7,1,4,0,9,1,3.13
ECON,465,Mathematical Economics,30,18,20,17,17,14,3,4,0,1,3,0,2,2,3.28
ECON,469,Economics of Risk,31,25,26,29,20,9,6,0,2,0,0,2,0,0,3.46
ECON,471,Intro to Applied Econometrics,21,154,114,127,94,83,34,46,37,13,27,7,9,8,3.01
ECON,480,Industrial Comp and Monopoly,74,185,159,140,136,114,54,37,23,8,17,2,9,5,3.18
ECON,481,Govt Reg of Economic Activity,17,96,61,58,76,26,6,8,3,0,1,0,0,4,3.38
ECON,482,Health Economics,16,164,69,70,105,42,8,15,2,1,1,0,1,5,3.38
ECON,483,Econ of Innovation and Tech,73,137,141,124,98,49,24,7,1,0,0,2,3,3,3.43
ECON,484,Law and Economics,65,87,31,28,81,32,20,54,25,8,22,0,19,9,2.85
ECON,490,American Economic History,77,51,36,32,26,15,7,8,6,11,2,2,8,0,3.31
ECON,490,Auctions,4,56,20,11,22,5,2,2,0,0,0,0,0,0,3.59
ECON,490,Behavioral Economics,2,7,2,9,1,1,0,1,0,0,0,0,0,0,3.52
ECON,490,Cost-Benefit Analysis,0,14,7,7,16,9,1,2,3,0,0,0,0,0,3.19
ECON,490,Econ of Organizations,7,19,1,1,12,1,2,2,0,1,3,0,1,0,3.25
ECON,490,Econ of Poverty Alleviation,5,16,19,14,18,9,9,7,1,0,0,0,0,0,3.21
ECON,490,"Econ of Terror, War & Conflict",0,13,6,19,17,10,2,0,0,0,0,0,0,0,3.28
ECON,490,"Econ of War, Terror & Conflict",0,6,4,7,11,0,0,0,0,0,0,0,0,0,3.39
ECON,490,Econ of the Workplace,0,2,6,10,3,2,4,4,5,0,1,0,0,0,2.82
ECON,490,Economic Forecasting,13,25,11,13,9,3,1,2,0,0,0,0,0,0,3.6
ECON,490,Economic Growth,10,16,32,12,17,10,6,5,4,4,1,5,2,2,3.01
ECON,490,Economics at the Movies,1,32,9,5,4,0,0,0,0,0,0,0,0,0,3.8
ECON,490,Economics of Coordination,0,9,6,7,8,9,6,2,3,0,3,0,0,1,2.88
ECON,490,Economics of Information,6,19,6,12,14,12,1,6,2,0,2,0,0,0,3.2
ECON,490,Economics of Organizations,0,10,1,1,11,3,0,2,0,0,0,0,0,0,3.29
ECON,490,Economics of Risk,14,8,14,13,8,13,6,3,5,0,0,0,0,1,3.17
ECON,490,Economics of Sports,0,24,0,0,1,0,0,1,0,0,0,0,1,1,3.61
ECON,490,Economics of War & Terrorism,0,13,8,17,9,3,0,0,0,0,0,0,0,1,3.39
ECON,490,Employee Comp. & Incentives,0,4,1,8,6,4,1,2,1,0,0,0,1,0,2.96
ECON,490,Environmental Economics,8,15,20,23,30,20,8,4,4,0,2,0,1,0,3.12
ECON,490,Financial Econometrics,8,18,7,12,5,2,0,0,0,0,0,0,1,1,3.52
ECON,490,Financial Economics,61,59,36,51,27,19,12,6,6,1,2,0,0,1,3.44
ECON,490,Game Theory,54,57,34,31,62,28,25,36,20,5,19,8,6,7,2.88
ECON,490,History of Economic Thought,0,25,21,4,6,3,1,9,0,0,1,1,0,0,3.36
ECON,490,International Finance,9,16,7,14,13,6,2,0,0,0,0,0,0,0,3.46
ECON,490,International Trade,2,2,7,4,10,3,1,1,0,0,0,0,0,1,3.14
ECON,490,Israeli Economy,0,22,3,3,7,0,0,0,0,0,0,0,0,0,3.71
ECON,490,Middle-Eastern Economics,14,9,8,4,2,0,0,0,0,0,0,0,0,0,3.8
ECON,490,Migration,3,4,2,5,2,2,2,1,2,1,1,1,0,0,2.94
ECON,490,Migration & Econ Development,7,10,9,11,6,2,2,1,3,0,1,0,1,0,3.28
ECON,490,Migration and Econ Development,5,3,5,3,4,1,0,1,0,0,0,0,1,0,3.35
ECON,490,Monetary Economics,20,30,31,43,38,33,17,8,2,0,2,1,3,3,3.12
ECON,490,Numerical Methods: Econonomics,0,5,4,1,0,0,1,0,2,0,5,0,6,0,2.03
ECON,490,Political Economy,1,2,3,8,5,3,6,7,5,1,8,2,5,0,2.14
ECON,490,The Econ of Organizations,1,17,1,8,14,0,1,3,0,0,0,0,1,0,3.32
ECON,490,Topics International Finance,3,3,6,6,6,1,2,2,1,0,0,0,1,0,3.13
ECON,490,Topics in Economic Growth,15,22,21,23,16,9,2,1,2,1,0,1,2,0,3.35
ECON,490,Topics in Economics,45,77,79,56,32,17,3,5,0,3,0,0,6,0,3.49
ECON,490,Topics in Game Theory,3,8,6,6,10,3,2,1,2,2,0,0,0,0,3.18
ECON,490,Women in the Economy,0,6,11,10,4,11,0,3,6,0,0,0,1,0,2.98
ECON,500,General Microeconomic Theory,28,133,151,124,100,50,8,6,2,0,0,0,0,1,3.45
ECON,500,Microeconomics,6,42,23,35,42,30,8,6,0,0,0,0,0,0,3.28
ECON,501,Macroeconomics,27,56,57,45,8,2,2,0,0,0,0,0,0,0,3.68
ECON,502,Economic Statistics,6,31,38,43,44,18,5,0,0,0,0,0,0,0,3.36
ECON,502,Microeconomic Theory I,6,24,23,24,22,11,0,1,0,0,0,0,0,1,3.41
ECON,503,Econometrics,14,72,62,42,15,7,3,0,0,0,0,0,0,0,3.64
ECON,503,Macroeconomic Theory I,11,18,33,34,20,8,5,0,0,0,0,0,0,0,3.44
ECON,504,Microeconomic Theory II,1,12,11,4,0,0,0,0,0,0,0,0,0,0,3.77
ECON,504,Time Series Analysis in Econ,2,6,6,6,2,0,0,0,0,0,0,0,0,0,3.64
ECON,505,Introduction to Game Theory,11,19,28,13,2,2,0,0,0,0,0,0,0,0,3.7
ECON,505,Macroeconomic Theory II,2,25,16,22,7,2,0,0,0,0,0,0,0,0,3.6
ECON,506,Economic Statistics,54,178,124,102,109,51,17,9,0,0,0,0,0,1,3.48
ECON,507,Econometric Analysis,10,23,25,13,14,9,1,0,0,0,0,0,0,2,3.46
ECON,508,Applied Econometrics,40,134,86,58,79,10,5,0,0,0,0,0,0,0,3.59
ECON,509,General Macroeconomic Theory,33,127,136,93,40,16,6,2,0,0,0,2,0,1,3.58
ECON,510,Economics of Taxation,3,29,33,9,5,0,1,0,0,0,0,0,0,0,3.7
ECON,511,Public Goods Theory,10,32,46,47,32,25,3,0,0,0,0,0,0,0,3.4
ECON,512,Economics of Taxation,5,35,39,43,20,5,2,0,0,0,0,0,0,0,3.52
ECON,513,International Trade,3,24,8,34,20,6,0,0,0,0,0,0,0,0,3.44
ECON,514,International Financial,8,16,15,11,14,2,0,0,0,0,0,0,0,1,3.51
ECON,516,Monetary Theory,35,42,27,19,21,2,0,1,0,0,0,0,0,0,3.68
ECON,517,Monetary Policy,21,22,23,21,22,9,0,3,0,0,0,0,0,0,3.49
ECON,520,International Trade Theory,14,39,28,53,26,2,0,0,0,0,0,0,0,0,3.55
ECON,522,International Financial Econ,10,34,25,50,22,4,0,0,0,0,0,0,0,0,3.52
ECON,523,Business International Econ,17,53,14,14,8,2,0,0,0,0,0,0,0,0,3.77
ECON,528,Microeconomics for Business,64,132,76,66,30,21,22,4,4,2,2,0,1,1,3.53
ECON,529,Macroeconomics for Business,10,70,33,24,10,1,3,0,0,0,1,0,0,0,3.7
ECON,530,Microeconomic Theory I,6,19,21,19,12,1,1,0,0,0,0,0,0,0,3.56
ECON,531,Macroeconomic Theory I,3,9,20,11,12,2,1,0,0,0,0,0,0,0,3.48
ECON,532,Econometric Analysis I,31,50,23,22,9,0,1,1,1,0,0,0,0,0,3.73
ECON,533,Microeconomic Theory II,2,18,7,11,12,2,0,0,0,0,0,0,0,0,3.53
ECON,534,Macroeconomic Theory II,3,10,4,9,0,2,0,0,0,0,0,0,0,0,3.64
ECON,535,Econometric Analysis II,6,8,15,22,8,4,2,0,0,0,0,0,0,0,3.44
ECON,536,Applied Econometrics,0,6,19,6,3,0,0,0,0,0,0,0,0,0,3.61
ECON,550,Econ of Development and Growth,7,25,18,2,6,0,0,3,1,0,0,0,0,0,3.65
ECON,563,Monetary Theory,14,28,31,40,16,6,0,0,0,0,0,0,0,1,3.52
ECON,564,The Theory of Monetary Policy,19,138,80,40,57,4,4,0,0,0,0,0,0,0,3.64
ECON,565,Math Econ I,4,7,13,11,9,6,3,0,0,0,0,0,0,0,3.36
ECON,567,Microeconomics for Business,23,92,59,22,9,2,2,2,0,0,1,0,0,1,3.72
ECON,568,Macroeconomics for Business,74,165,66,31,22,19,23,0,2,0,0,0,0,0,3.67
ECON,576,Time Series Analysis in Econ,1,6,9,5,0,0,0,0,0,0,0,0,0,0,3.7
ECON,590,Corporate Law and Economics,6,10,6,2,0,0,0,0,0,0,0,0,0,0,3.86
ECON,590,Development: Theory & Evidence,4,5,4,4,3,4,0,0,1,1,0,0,0,0,3.33
ECON,590,Industrial Organization,4,8,2,2,5,0,0,0,0,0,0,0,0,0,3.67
ECON,590,Regional Economics,0,2,11,4,5,1,0,0,0,0,0,0,0,0,3.45
ECON,590,Third-Year Paper Seminar,1,3,6,10,1,3,0,0,0,0,0,0,0,0,3.43
EDUC,101,Education Orientation Seminar,60,1011,12,5,35,1,0,16,1,0,7,1,4,2,3.89
EDUC,201,Identity and Difference in Edu,66,204,68,26,15,5,4,4,1,0,0,0,1,0,3.79
EDUC,202,Social Justice Sch & Society,116,141,45,18,6,5,2,3,0,0,2,0,1,0,3.83
EIL,411,Intro to TESL Methodology,24,108,35,10,3,0,2,0,1,0,0,0,0,2,3.81
EIL,422,Engl Grammar for ESL Teachers,21,76,21,10,9,2,2,1,3,0,2,0,0,1,3.68
EIL,445,Second Lang Reading & Writing,8,44,3,0,1,0,0,0,0,0,0,0,2,1,3.76
EIL,456,Lang and Social Interaction I,1,16,10,8,6,0,1,2,0,0,0,0,0,0,3.54
EIL,460,Principles of Language Testing,12,62,22,12,10,2,0,0,0,0,0,0,0,0,3.77
EIL,486,Ling for Language Teachers,26,22,6,8,4,2,0,2,0,0,0,0,0,0,3.74
EIL,489,Theoretical Foundations of SLA,6,40,8,9,21,2,5,1,0,0,0,0,0,1,3.5
ENG,191,International Dimens of Engrg,303,127,40,19,7,5,7,6,1,3,0,0,8,5,3.76
ENG,198,Aspirations to Leadership,7,96,12,8,5,2,2,2,0,0,0,0,2,0,3.76
ENG,198,Aspirations to Leadership II,2,42,6,0,0,0,2,0,0,0,0,0,0,0,3.9
ENG,198,Decoding Dr. Dre,11,39,8,4,5,1,0,0,0,0,1,0,0,0,3.79
ENG,198,Engr for Global Development,4,16,5,1,0,0,0,0,0,0,0,0,0,0,3.91
ENG,198,Essentials in MATLAB & Excel,56,42,8,11,7,0,2,0,1,0,2,0,2,0,3.72
ENG,198,First-Year Women Engineers,0,26,1,0,0,1,0,0,0,0,0,0,0,0,3.94
ENG,198,First-Year Women Engineers 1,0,19,0,0,2,0,0,1,0,0,0,0,0,0,3.82
